normalized_address,lat,lng,quality,source,resolved_at
"100 BUNKER HILL RD, HOBE SOUND, 33455",,,google:GEOMETRIC_CENTER-too-coarse,google,2026-09-04T01:08:56.076Z
"100 CARILLON MARKET ST 102, PANAMA CITY BEACH, 32413",30.2653721,-85.9788287,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 CARILLON PKY, SAINT PETERSABURG, 33716",27.893348428346,-82.662868572507,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 CENTER CREEK RD UNIT 101, ST AUGUSTINE, 32084",29.927919594596,-81.341725854948,Exact/R,census,2026-09-03T22:59:10.736Z
"100 CESSNA BLVD, PORT ORANGE, 32128",29.078027766992,-81.045752236035,Exact/L,census,2026-09-03T22:59:10.736Z
"100 CHOPIN PLAZA, MIAMI, 33131",25.77269901287,-80.187057110742,Exact/R,census,2026-09-02T23:42:22.837Z
"100 CHOPIN PLZ, MIAMI, 33131",25.77269901287,-80.187057110742,Exact/R,census,2026-09-02T23:42:22.837Z
"100 CLUBHOUSE LN, SEBRING, 33876",27.439542383309,-81.320269398954,Exact/R,census,2026-09-03T22:59:10.736Z
"100 COLLINS AVE CU 11-14, MIAMI BEACH, 33139",25.769834263739,-80.134090519984,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"100 COLLINS AVE STE 1, MIAMI BEACH, 33139",25.769834263739,-80.134090519984,Exact/L,census,2026-09-02T23:42:22.837Z
"100 COLLINS AVE UNIT 5-10 16, MIAMI BEACH, 33139",25.769834263739,-80.134090519984,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"100 COLLINS AVE, MIAMI BEACH, 33139",25.769834263739,-80.134090519984,Exact/L,census,2026-09-02T23:42:22.837Z
"100 COMMERCIAL BLVD UNIT B, LAUDERDALE-BY-THE-SE, 33308",26.189611570396,-80.095900832342,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"100 COMMERCIAL BLVD, LAUDERDALE-BY-THE-SE, 33308",26.189611570396,-80.095900832342,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"100 COOPER LN, PALM COAST, 32137",29.56887798949,-81.199454614546,Exact/L,census,2026-09-03T22:59:10.736Z
"100 CORONADO DR, CLEARWATER, 33767",27.9774271,-82.8271424,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 COSTA DEL SOL BLVD, DORAL, 33178",25.805154341725,-80.354472174597,Exact/L,census,2026-09-02T23:42:22.837Z
"100 COUNTRY CLUB DR, LYNN HAVEN, 32444",30.246609021966,-85.636061958502,Exact/L,census,2026-09-03T22:59:10.736Z
"100 COUNTRY CLUB RD, KEY LARGO, 33037",25.322326107275,-80.282031129099,Exact/R,census,2026-09-03T22:59:10.736Z
"100 DATURA DR, INDIAN HARBOUR BCH, 32937",28.145066137522,-80.601235717415,Exact/R,census,2026-09-03T22:59:10.736Z
"100 DATURA DR, INDIAN HARBOUR BEACH, 32937",28.145066137522,-80.601235717415,Exact/R,census,2026-09-03T22:59:10.736Z
"100 DEVONSHIRE WAY, PALM BEACH GARDENS, 33418",26.822360755923,-80.152801563962,Exact/R,census,2026-08-24T03:02:22.366Z
"100 DOG TRACK ROAD, LONGWOOD, 32750",28.684923917093,-81.345202425243,Exact/L,census,2026-09-03T22:59:10.736Z
"100 DOG TRACK, LONGWOOD, 32750",28.684923917093,-81.345202425243,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 DUGAN AVE, CRESTVIEW, 32536",30.744074240326,-86.564804993796,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 E 10 CT, HIALEAH, 33010",25.82394729089,-80.260265566654,Exact/L,census,2026-09-02T23:42:22.837Z
"100 E 4 AVE 8-9, MOUNT DORA, 32757",28.799559306132,-81.644646422584,Exact/L,census,2026-09-03T22:59:10.736Z
"100 E 4 AVE UNIT 13, MOUNT DORA, 32757",28.799559306132,-81.644646422584,Exact/L,census,2026-09-03T22:59:10.736Z
"100 E 4 AVE, MOUNT DORA, 32757",28.799559306132,-81.644646422584,Exact/L,census,2026-09-03T22:59:10.736Z
"100 E BAY DR, LARGO, 33770",27.916738139548,-82.786687867069,Exact/L,census,2026-09-03T22:59:10.736Z
"100 E BROWARD BLVD STE 103, FORT LAUDERDALE, 33301",26.12221292864,-80.142418011239,Exact/R,census,2026-09-02T23:42:22.837Z
"100 E BROWARD BLVD, FORT LAUDERDALE, 33301",26.12221292864,-80.142418011239,Exact/R,census,2026-09-02T23:42:22.837Z
"100 E CENTRAL AVE, WINTER HAVEN, 33880",28.0221338706,-81.726745792674,Exact/L,census,2026-09-03T22:59:10.736Z
"100 E FORSYTH ST, JACKSONVILLE, 32202",30.326673934093,-81.656475162777,Exact/R,census,2026-09-03T22:59:10.736Z
"100 E LAS OLAS BLVD STE 3, FORT LAUDERDALE, 33301",26.119035929439,-80.142287513097,Exact/R,census,2026-09-02T23:42:22.837Z
"100 E LAS OLAS BLVD, FORT LAUDERDALE, 33301",26.119035929439,-80.142287513097,Exact/R,census,2026-09-02T23:42:22.837Z
"100 E MEMORIAL BLVD, LAKELAND, 33801",28.055032084958,-81.957347315117,Exact/L,census,2026-09-03T22:59:10.736Z
"100 E NELSON AVE UNIT B, DEFUNIAK SPRINGS, 32433",30.7212321,-86.11875619999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 E NEW YORK AVE STE 100, DELAND, 32724",29.028033242281,-81.303370869823,Exact/L,census,2026-09-03T22:59:10.736Z
"100 E PALMETTO PARK RD, BOCA RATON, 33432",26.350425496127,-80.088306854174,Non_Exact/L,census,2026-08-24T03:02:22.366Z
"100 EAST PALMETTO PARK ROAD, BOCA RATON, 33432",26.350425496127,-80.088306854174,Non_Exact/L,census,2026-08-24T03:02:22.366Z
"100 FAIRWAY CLUB, PANAMA CITY BEACH, 32407",30.206708296053,-85.842234112247,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 FAIRWAY DR, DEERFIELD BEACH, 33441",26.318758170528,-80.112222578595,Exact/L,census,2026-09-02T23:42:22.837Z
"100 FALLING ACORN AVE, GROVELAND, 34736",28.623800394875,-81.789674768869,Exact/L,census,2026-09-03T22:59:10.736Z
"100 FIRST STREET, NEPTUNE BEACH, 32266",30.32457479416,-81.396188731963,Exact/R,census,2026-09-03T22:59:10.736Z
"100 FOUNTAIN PKWY, ST PETERSBURG, 33716",27.891472,-82.65818259999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 GARDEN ST SOUTH, PALM COAST, 32137",29.5540813,-81.2239893,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 GATEWAY CIR, SAINT JOHNS, 32259",30.063007684432,-81.505481046057,Exact/R,census,2026-09-03T22:59:10.736Z
"100 GLOBAL INNOVATION CIRCLE, ORLANDO, 32825",28.5437516429,-81.21785368477,Exact/R,census,2026-09-03T22:59:10.736Z
"100 GOODLETTE-FRANK ROAD S, NAPLES, 34102",26.1463475,-81.7913385,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 GRAND BLVD, SANDESTIN, 32550",30.386082304033,-86.334844475182,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 GRINNELL ST, KEY WEST, 33040",24.5625169,-81.7988843,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 HARBOR BLVD SLIP 62, DESTIN, 32541",30.395255020381,-86.513350231516,Exact/L,census,2026-09-03T22:59:10.736Z
"100 HARBOR BLVD SLIP 63, DESTIN, 32541",30.395255020381,-86.513350231516,Exact/L,census,2026-09-03T22:59:10.736Z
"100 HARBOR BLVD, DESTIN, 32541",30.395255020381,-86.513350231516,Exact/L,census,2026-09-03T22:59:10.736Z
"100 HARBOUR DR, VERO BEACH, 32963",27.5975175,-80.3398338,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 HARRISON AVE, PANAMA CITY, 32401",30.153690493871,-85.662104453427,Exact/R,census,2026-09-03T22:59:10.736Z
"100 HARRISON ST, COCOA, 32922",28.354992980711,-80.725440695419,Exact/R,census,2026-09-03T22:59:10.736Z
"100 IMMOKALEE RD STE 70, NAPLES, 34108",26.4176942,-81.4170115,google:RANGE_INTERPOLATED,google,2026-09-04T01:08:56.076Z
"100 INDIAN ROCKS RD N, BELLEAIR BLUFFS, 33770",27.917664676144,-82.816736798773,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 INDIAN ROCKS RD STE F, BELLEAIR BLUFFS, 33770",27.9181124,-82.8171547,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 INDIAN ROCKS RD, BELLEAIR BLUFFS, 33770",27.9181124,-82.8171547,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 INDIAN ROCKS ROAD SUITE J, BELLEAIR BLUFFS, 33770",27.918001,-82.8171813,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 INTERNATIONAL PKWY, HEATHROW, 32746",28.756658271244,-81.368458344599,Exact/R,census,2026-09-03T22:59:10.736Z
"100 INTERNATIONAL PKWY, LAKE MARY, 32746",28.756658271244,-81.368458344599,Exact/R,census,2026-09-03T22:59:10.736Z
"100 JOHN KING RD, CRESTVIEW, 32539",30.7204014,-86.568258,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 KELLY ST, JACKSONVILLE, 32212",,,google:GEOMETRIC_CENTER-too-coarse,google,2026-09-04T01:08:56.076Z
"100 LAKE MORTON DR, LAKELAND, 33801",28.037869497622,-81.950014340416,Exact/L,census,2026-09-03T22:59:10.736Z
"100 LEGOLAND WAY, WINTER HAVEN, 33884",27.9893513,-81.6849878,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 LEVEE RD, SOUTH BAY, 33493",26.680664898877,-80.731698689298,Exact/R,census,2026-08-24T03:02:22.366Z
"100 LITTLE CLUB RD, DELRAY BEACH, 33483",26.503992371866,-80.055244460945,Exact/L,census,2026-08-24T03:02:22.366Z
"100 LIVE OAKS BLVD, CASSELBERRY, 32707",28.663957054679,-81.340541510185,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 LUCAS RD, MERRITT ISLAND, 32953",28.376106975002,-80.702740594266,Exact/R,census,2026-09-03T22:59:10.736Z
"100 MAIN ST 101, SAFETY HARBOR, 34695",27.990721102302,-82.688187560568,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 MAIN ST 102, SAFETY HARBOR, 34695",27.990721102302,-82.688187560568,Exact/L,census,2026-09-03T22:59:10.736Z
"100 MAIN ST 104, SAFETY HARBOR, 34695",27.990721102302,-82.688187560568,Exact/L,census,2026-09-03T22:59:10.736Z
"100 MAIN ST 109, SAFETY HARBOR, 34695",27.990721102302,-82.688187560568,Exact/L,census,2026-09-03T22:59:10.736Z
"100 MALAGA ST, SAINT AUGUSTINE, 32084",29.891950798685,-81.320817748427,Exact/R,census,2026-09-03T22:59:10.736Z
"100 MALAGA ST, ST AUGUSTINE, 32084",29.891950798685,-81.320817748427,Exact/R,census,2026-09-03T22:59:10.736Z
"100 MARKET ST, APALACHICOLA, 32320",29.729156866067,-84.986650872246,Exact/L,census,2026-09-03T22:59:10.736Z
"100 MEMORIAL PKWY, PALATKA, 32177",29.644994749637,-81.630350752358,Exact/L,census,2026-09-03T22:59:10.736Z
"100 MIRACLE MILE, CORAL GABLES, 33134",25.7493813,-80.25696119999999,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"100 MIRROR LAKE DR N, ST PETERSBURG, 33701",27.772877100882,-82.643060263739,Exact/L,census,2026-09-03T22:59:10.736Z
"100 MOSELEY AVE, PALATKA, 32177",29.64906798395,-81.649892886298,Exact/L,census,2026-09-03T22:59:10.736Z
"100 N 2 ST, FORT PIERCE, 34950",27.447642847598,-80.323824274378,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N 26 ST, FORT PIERCE, 34947",27.4484004,-80.3514596,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 N 26 STREET, FORT PIERCE, 34947",27.4484004,-80.3514596,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 N ALEXANDER ST, MOUNT DORA, 32757",28.797494949017,-81.645662357949,Exact/L,census,2026-09-03T22:59:10.736Z
"100 N ATLANTIC AVE UNIT 2, DAYTONA BEACH, 32118",29.228361688482,-81.008881416005,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N ATLANTIC AVE, DAYTONA BEACH, 32118",29.228361688482,-81.008881416005,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N BABCOCK ST, MELBOURNE, 32935",28.108420038105,-80.621864083415,Exact/L,census,2026-09-03T22:59:10.736Z
"100 N CENTRAL AVE, UMATILLA, 32784",28.927294836752,-81.66853683642,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N FEDERAL HWY STE 150, FORT LAUDERDALE, 33301",26.123426731078,-80.137190390584,Exact/R,census,2026-09-02T23:42:22.837Z
"100 N FLORIDA AVE, INVERNESS, 34453",28.8612799,-82.3520886,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 N KING HWY, FORT PIERCE, 34945",27.447890486645,-80.398967254768,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 N KINGS HIGHWAY, FORT PIERCE, 34945",27.447890486645,-80.398967254768,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N KINGS HIGHWAY, FT PIERCE, 34945",27.447890486645,-80.398967254768,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N KINGS HWY, FORT PIERCE, 34945",27.447890486645,-80.398967254768,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N KINGS HWY, PORT ST LUCIE, 32945",27.4489704,-80.39779999999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 N LAURA ST STE 100, JACKSONVILLE, 32202",30.327401541228,-81.659277843375,Exact/L,census,2026-09-03T22:59:10.736Z
"100 N MAIN ST, HASTINGS, 32145",29.71449807989,-81.508157999,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N MYRTEL CAMPUS, JACKSONVILLE, 32204",30.330488144749,-81.676423679773,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 N MYRTLE CAMPUS, JACKSONVILLE, 32204",30.330488144749,-81.676423679773,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 N OCEAN BLVD, LANTANA, 33462",26.583947614655,-80.039018138856,Non_Exact/L,census,2026-08-24T03:02:29.698Z
"100 N SR 7, ROYAL PALM BEACH, 33411",26.681635454529,-80.202247402407,Exact/L,census,2026-08-24T03:02:29.698Z
"100 N SUMMERLIN AVE, ORLANDO, 32801",28.543703936392,-81.368541253571,Exact/L,census,2026-09-03T22:59:10.736Z
"100 N SYKES CREEK PKWY, MERRITT ISLAND, 32953",28.358984330085,-80.683914478663,Exact/R,census,2026-09-03T22:59:10.736Z
"100 N UNIVERSITY DR, PLANTATION, 33324",26.122106135127,-80.252828284354,Exact/L,census,2026-09-02T23:42:22.837Z
"100 N WILLIAMSON BLVD, DAYTONA BEACH, 32114",29.186316198443,-81.081620583997,Exact/R,census,2026-09-03T22:59:10.736Z
"100 NE 25 ST SUITE A, MIAMI, 33137",25.800700208144,-80.1930848159,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"100 NE 25 ST, MIAMI, 33137",25.800700208144,-80.1930848159,Exact/R,census,2026-09-02T23:42:22.837Z
"100 NE 2ND ST, BOCA RATON, 33432",26.352297869361,-80.0852723953,Exact/R,census,2026-08-24T03:02:29.698Z
"100 NE 6 ST UNIT 108, BOYNTON BEACH, 33435",26.527958093298,-80.056085381387,Exact/L,census,2026-08-24T03:02:29.698Z
"100 NICEVILLE AVENUE, NICEVILLE, 32578",30.524747053976,-86.495071055191,Exact/L,census,2026-09-03T22:59:10.736Z
"100 NORTH MIRAMAR AVENUE, INDIALANTIC, 32903",28.091627474713,-80.56684354484,Exact/L,census,2026-09-03T22:59:10.736Z
"100 NW 4 AVE, LUTZ, 33548",28.154619693867,-82.461490561912,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 NW AIROSO BLVD, PORT ST LUCIE, 34983",27.3180285,-80.3499865,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 OCEAN DRIVE, MIAMI BEACH, 33139",25.769672511443,-80.133109114402,Exact/L,census,2026-09-02T23:42:22.837Z
"100 OLD FERRY RD, SHALIMAR, 32579",30.436153692577,-86.58331122599,Exact/R,census,2026-09-03T22:59:10.736Z
"100 PARK AVE, HASTINGS, 32145",29.71908619914,-81.508195836703,Exact/L,census,2026-09-03T22:59:10.736Z
"100 PAUL RUSSELL RD, TALLAHASSEE, 32301",30.40522740009,-84.283648467534,Exact/L,census,2026-09-03T22:59:10.736Z
"100 PERRY AVE, FORT WALTON BEACH, 32548",30.408508726019,-86.602928118243,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 PIER PARK DR STE 105, PANAMA CITY BEACH, 32413",30.223974851103,-85.8714242935,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 PIER PARK DR STE 115, PANAMA CITY BEACH, 32413",30.223974851103,-85.8714242935,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 PIER PARK DR STE 130, PANAMA CITY BEACH, 32413",30.223974851103,-85.8714242935,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 PIER PARK DR, PANAMA CITY BEACH, 32413",30.223974851103,-85.8714242935,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 PLAZA REAL S STE K-L, BOCA RATON, 33432",26.349304255962,-80.084945774567,Non_Exact/R,census,2026-08-24T03:02:29.698Z
"100 PONTE VEDRA POINTE BLVD, PONTE VEDRA BEACH, 32082",30.191946044724,-81.381156618927,Exact/L,census,2026-09-03T22:59:10.736Z
"100 RIO DEL MAR ST, SAINT AUGUSTINE, 32080",29.814147508258,-81.268251301083,Exact/R,census,2026-09-03T22:59:10.736Z
"100 RIVERFRONT BLVD, BRADENTON, 34205",27.498715655471,-82.564351924001,Exact/R,census,2026-09-03T22:59:10.736Z
"100 RIVERFRONT DR, BRADENTON, 34205",27.498715655471,-82.564351924001,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 ROTONDA CIR, ROTONDA, 33947",26.884189596971,-82.293918560585,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 S 2 ST UNIT 106, FORT PIERCE, 34950",27.44753762477,-80.323790587412,Exact/L,census,2026-09-03T22:59:10.736Z
"100 S 2ND ST SUITE 106, FORT PIERCE, 34950",27.44753762477,-80.323790587412,Exact/L,census,2026-09-03T22:59:10.736Z
"100 S 34TH ST S, ST PETERSBURG, 33711",27.770023331172,-82.679366949443,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 S ATLANTIC AVE, ORMOND BEACH, 32176",29.289348505098,-81.03888073195,Exact/R,census,2026-09-03T22:59:10.736Z
"100 S BURNER RD, CLEWISTON, 33440",26.754037902888,-80.946898091598,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100 S COMMERCIAL ST, COLEMAN, 33521",28.797428485275,-82.070599084061,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 S EOLA DR 103, ORLANDO, 32801",28.541303052041,-81.369956091351,Exact/R,census,2026-09-03T22:59:10.736Z
"100 S EOLA DR STE 104, ORLANDO, 32801",28.541303052041,-81.369956091351,Exact/R,census,2026-09-03T22:59:10.736Z
"100 S EOLA DR UNIT 105, ORLANDO, 32801",28.541303052041,-81.369956091351,Exact/R,census,2026-09-03T22:59:10.736Z
"100 S FEDERAL HWY, HALLANDALE, 33009",25.984490244047,-80.142485385013,Exact/L,census,2026-09-02T23:42:22.837Z
"100 S FLAMINGO RD, PEMBROKE PINES, 33027",26.006794158574,-80.312048950016,Exact/R,census,2026-09-02T23:42:22.837Z
"100 S KINGS HWY, FORT PIERCE, 34945",27.446915616195,-80.398984649811,Exact/R,census,2026-09-03T22:59:10.736Z
"100 S KROME AVE, HOMESTEAD, 33030",25.468784508402,-80.477415392321,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"100 S MAIN ST, LABELLE, 33935",26.755337793053,-81.438295883028,Exact/L,census,2026-09-03T22:59:10.736Z
"100 S MILITARY TRL 23, DEERFIELD BEACH, 33442",26.317819449888,-80.128089272127,Exact/L,census,2026-09-02T23:42:22.837Z
"100 S MISSOURI AVE, CLEARWATER, 33756",27.963936536804,-82.787677372511,Exact/R,census,2026-09-03T22:59:10.736Z
"100 S NOVA RD, ORMOND BEACH, 32174",29.277312159107,-81.082954217386,Exact/R,census,2026-09-03T22:59:10.736Z
"100 S OCEAN BLVD, MANALAPAN, 33462",26.583947614655,-80.039018138856,Exact/L,census,2026-08-24T03:02:29.698Z
"100 S OCEAN BOULEVARD, MANALAPAN, 33462",26.583947614655,-80.039018138856,Exact/L,census,2026-08-24T03:02:29.698Z
"100 S PIER PARK DR STE 125, PANAMA CITY BEACH, 32413",30.223974851103,-85.8714242935,Exact/R,census,2026-09-03T22:59:10.736Z
"100 S POINTE DR, MIAMI BEACH, 33139",,,google:GEOMETRIC_CENTER-too-coarse,google,2026-09-04T01:08:56.076Z
"100 S SEMORAN BLVD, WINTER PARK, 32792",28.595437329304,-81.30738921689,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 S WHITE CEDAR RD, SANFORD, 32771",28.811304294516,-81.31457629141,Exact/R,census,2026-09-03T22:59:10.736Z
"100 SANSBURY WAY 108, WEST PALM BEACH, 33411",26.68007561721,-80.18417793926,Non_Exact/L,census,2026-08-24T03:02:29.698Z
"100 SANSBURY WAY, WEST PALM BEACH, 33411",26.68007561721,-80.18417793926,Non_Exact/L,census,2026-08-24T03:02:29.698Z
"100 SAVANNAH BLVD, MICANOPY, 32667",29.526905331318,-82.288148230326,Exact/R,census,2026-09-03T22:59:10.736Z
"100 SE 1ST AVE, FLORIDA CITY, 33034",25.467220960987,-80.476977211923,Exact/R,census,2026-09-02T23:42:22.837Z
"100 SE 2ND ST STE 1110, MIAMI, 33131",25.772493467299,-80.191789587251,Exact/R,census,2026-09-02T23:42:22.837Z
"100 SE 3 AVE STE 500, FORT LAUDERDALE, 33394",26.121938861766,-80.140431431577,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"100 SE 4 ST, MIAMI, 33131",25.771202933609,-80.192344090001,Exact/R,census,2026-09-02T23:42:22.837Z
"100 SE MARTIN LUTHER KING BLVD, STUART, 34994",27.1936767,-80.2514024,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 SHORELINE DR, LAKE PLACID, 33852",27.265653442091,-81.34645270543,Exact/R,census,2026-09-03T22:59:10.736Z
"100 SOUTH 2 STREET SUITE 102, FORT PIERCE, 34950",27.44753762477,-80.323790587412,Exact/L,census,2026-09-03T22:59:10.736Z
"100 SOUTH ASHLEY DR SUITE 220, TAMPA, 33602",27.944933605211,-82.458232957842,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 SOUTH KINGS HWY, FORT PIERCE, 34945",27.446915616195,-80.398984649811,Exact/R,census,2026-09-03T22:59:10.736Z
"100 SOUTH PARK BOULEVARD 108, SAINT AUGUSTINE, 32086",29.862547023132,-81.323687337369,Exact/L,census,2026-09-03T22:59:10.736Z
"100 SPRING AVE, ANNA MARIA, 34216",27.525621167703,-82.736617821268,Exact/R,census,2026-09-03T22:59:10.736Z
"100 SR 60 E, LAKE WALES, 33853",27.896626356147,-81.592590414122,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 SR 7, WEST PALM BEACH, 33414",26.6785104174,-80.202341245154,Exact/R,census,2026-08-24T03:02:29.698Z
"100 ST GEORGE ST STE A, SAINT AUGUSTINE, 32084",29.894753126539,-81.313019877547,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 ST GEORGE ST STE F, SAINT AUGUSTINE, 32084",29.894753126539,-81.313019877547,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 ST GEORGE STREET, SAINT AUGUSTINE, 32084",29.894753126539,-81.313019877547,Exact/L,census,2026-09-03T22:59:10.736Z
"100 SW 12 AVE, DEERFIELD BEACH, 33442",26.316222745685,-80.120004793085,Exact/L,census,2026-09-02T23:42:22.837Z
"100 SW 17 AVE, MIAMI, 33135",25.772154704803,-80.222853028616,Exact/R,census,2026-09-02T23:42:22.837Z
"100 SW 3 AVE, FORT LAUDERDALE, 33312",26.121147,-80.1462377,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"100 TERMINAL DR T3, FORT LAUDERDALE, 33315",26.072306305408,-80.141341605826,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"100 TERMINAL DR TERMINAL 2, FORT LAUDERDALE, 33315",26.072306305408,-80.141341605826,Exact/L,census,2026-09-02T23:42:22.837Z
"100 TERMINAL DR, FORT LAUDERDALE, 33315",26.072306305408,-80.141341605826,Exact/L,census,2026-09-02T23:42:22.837Z
"100 TERMINAL DRIVE, FORT LAUDERDALE, 33315",26.072306305408,-80.141341605826,Exact/L,census,2026-09-02T23:42:22.837Z
"100 TERMINAL ST, FORT LAUDERDALE, 33315",26.072306305408,-80.141341605826,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"100 TGK CIR, ROCKLEDGE, 32955",28.3209599,-80.7207232,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"100 TOWNE CENTER BLVD, SANFORD, 32771",28.811268295048,-81.334223285694,Exact/R,census,2026-09-03T22:59:10.736Z
"100 W CYPRESS CREEK RD UNIT 835, FORT LAUDERDALE, 33309",26.2004258,-80.15010029999999,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"100 W GRANADA BLVD, ORMOND BEACH, 32176",29.284378963421,-81.058716559066,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 W JEFFERSON ST, QUINCY, 32351",30.588207565074,-84.578196949581,Exact/R,census,2026-09-03T22:59:10.736Z
"100 W KENNEDY BLVD, TAMPA, 33602",27.947034469976,-82.459690806805,Exact/L,census,2026-09-03T22:59:10.736Z
"100 W MCNAB RD, POMPANO BEACH, 33060",26.211078947532,-80.121864890149,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"100 W MIRACLE STRIP PKWY, MARY ESTHER, 32569",30.409717229292,-86.663410158458,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"100 WESTON RD, SUNRISE, 33326",26.122610861663,-80.361300498204,Exact/R,census,2026-09-02T23:42:22.837Z
"100 WOODLAND DR, VERO BEACH, 32962",27.600662108139,-80.377355865416,Exact/R,census,2026-09-03T22:59:10.736Z
"100-2 GATEWAY CIR, ST JOHNS, 32259",30.063007684432,-81.505481046057,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"100-4 GATEWAY CIR, ST JOHNS, 32259",30.063007684432,-81.505481046057,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1000 1 AVE W STE 100, BRADENTON, 34205",27.499192235221,-82.572014673334,Exact/R,census,2026-09-03T22:59:10.736Z
